sense_question,wordnet_sense
home v_say_1,home.v.01
home v_say_2,home.v.02
home v_understand_1,home.v.01
home v_understand_2,home.v.02
horse n_say_1,horse.n.01
horse n_say_2,horse.n.02
horse n_say_3,cavalry.n.01
horse n_say_4,sawhorse.n.01
horse n_say_5,knight.n.02
horse v_say_1,horse.v.01
horse v_understand_1,horse.v.01
hose n_say_1,hosiery.n.01
hose n_say_2,hose.n.03
hose v_say_1,hose.v.01
hose v_understand_1,hose.v.01
hot adj_say_1,hot.a.01
hot adj_say_10,hot.s.13
hot adj_say_11,hot.s.14
hot adj_say_12,hot.s.15
hot adj_say_13,hot.s.16
hot adj_say_14,hot.s.17
hot adj_say_15,hot.s.18
hot adj_say_16,hot.s.20
hot adj_say_17,hot.s.21
hot adj_say_2,hot.s.02
hot adj_say_3,hot.a.03
hot adj_say_4,hot.s.04
hot adj_say_5,blistering.s.03
hot adj_say_6,hot.s.08
hot adj_say_7,hot.s.09
hot adj_say_8,hot.s.10
hot adj_say_9,hot.s.11
hot adj_understand_1,hot.a.01
hot adj_understand_10,hot.s.13
hot adj_understand_11,hot.s.14
hot adj_understand_12,hot.s.15
hot adj_understand_13,hot.s.16
hot adj_understand_14,hot.s.17
hot adj_understand_15,hot.s.18
hot adj_understand_16,hot.s.20
hot adj_understand_17,hot.s.21
hot adj_understand_2,hot.s.02
hot adj_understand_3,hot.a.03
hot adj_understand_4,hot.s.04
hot adj_understand_5,blistering.s.03
hot adj_understand_6,hot.s.08
hot adj_understand_7,hot.s.09
hot adj_understand_8,hot.s.10
hot adj_understand_9,hot.s.11
house n_say_1,house.n.01
house n_say_2,firm.n.01
house n_say_3,house.n.03
house n_say_4,house.n.04
house n_say_5,house.n.05
house n_say_6,house.n.07
house n_say_7,family.n.01
house n_say_8,theater.n.01
house n_say_9,house.n.12
house v_say_1,house.v.01
house v_say_2,house.v.02
house v_understand_1,house.v.01
house v_understand_2,house.v.02
hug n_say_1,hug.n.01
hug v_say_1,embrace.v.02
hug v_say_2,hug.v.02
hug v_understand_1,embrace.v.02
hug v_understand_2,hug.v.02
hungry adj_say_1,hungry.a.01
hungry adj_say_2,athirst.s.01
hungry adj_understand_1,hungry.a.01
hungry adj_understand_2,athirst.s.01
hurry n_say_1,hurry.n.01
hurry n_say_2,haste.n.01
hurry n_say_3,haste.n.02
hurry v_say_1,travel_rapidly.v.01
hurry v_say_2,rush.v.04
hurry v_say_3,rush.v.03
hurry v_understand_1,travel_rapidly.v.01
hurry v_understand_2,rush.v.04
hurry v_understand_3,rush.v.03
hurt adj_say_1,hurt.s.01
hurt adj_say_2,hurt.s.02
hurt adj_understand_1,hurt.s.01
hurt adj_understand_2,hurt.s.02
hurt n_say_1,injury.n.01
hurt n_say_2,distress.n.01
hurt n_say_3,suffering.n.04
hurt n_say_4,detriment.n.01
hurt n_say_5,damage.n.03
hurt v_say_1,ache.v.03
hurt v_say_2,hurt.v.02
hurt v_say_3,pain.v.02
hurt v_say_4,hurt.v.04
hurt v_say_5,hurt.v.05
hurt v_say_6,hurt.v.06
hurt v_say_7,suffer.v.06
hurt v_understand_1,ache.v.03
hurt v_understand_2,hurt.v.02
hurt v_understand_3,pain.v.02
hurt v_understand_4,hurt.v.04
hurt v_understand_5,hurt.v.05
hurt v_understand_6,hurt.v.06
hurt v_understand_7,suffer.v.06
i n_say_1,one.n.01
i n_say_2,i.n.03
ice n_say_1,ice.n.01
ice n_say_2,ice.n.02
ice n_say_3,ice.n.03
ice n_say_4,frosting.n.01
ice n_say_5,ice.n.05
ice n_say_6,ice_rink.n.01
ice v_say_1,frost.v.01
ice v_say_2,ice.v.02
ice v_say_3,ice.v.03
ice v_understand_1,frost.v.01
ice v_understand_2,ice.v.02
ice v_understand_3,ice.v.03
in adj_say_1,in.s.02
in adj_say_2,in.s.03
in adj_understand_1,in.s.02
in adj_understand_2,in.s.03
in n_say_1,inch.n.01
in n_say_2,indiana.n.01
in r_say_1,in.r.01
is v_say_1,be.v.01
is v_say_10,be.v.11
is v_say_2,be.v.02
is v_say_3,be.v.03
is v_say_4,exist.v.01
is v_say_5,be.v.05
is v_say_6,equal.v.01
is v_say_7,constitute.v.01
is v_say_8,be.v.08
is v_say_9,embody.v.02
is v_understand_1,be.v.01
is v_understand_10,be.v.11
is v_understand_2,be.v.02
is v_understand_3,be.v.03
is v_understand_4,exist.v.01
is v_understand_5,be.v.05
is v_understand_6,equal.v.01
is v_understand_7,constitute.v.01
is v_understand_8,be.v.08
is v_understand_9,embody.v.02
it n_say_1,information_technology.n.01
jacket n_say_1,jacket.n.01
jacket n_say_2,jacket.n.02
jacket n_say_3,jacket.n.04
jacket n_say_4,jacket.n.05
jacket v_say_1,jacket.v.02
jacket v_understand_1,jacket.v.02
jar n_say_1,jar.n.01
jar n_say_2,jar.n.02
jar n_say_3,jolt.n.01
jar v_say_1,clash.v.02
jar v_say_2,jolt.v.01
jar v_say_3,jar.v.03
jar v_say_4,jar.v.04
jar v_say_5,jar.v.05
jar v_understand_1,clash.v.02
jar v_understand_2,jolt.v.01
jar v_understand_3,jar.v.03
jar v_understand_4,jar.v.04
jar v_understand_5,jar.v.05
jeans n_say_1,jean.n.01
jeans n_say_2,denim.n.02
jello n_say_1,jello.n.01
jelly n_say_1,gelatin.n.02
jelly n_say_2,jelly.n.02
jelly n_say_3,jelly.n.03
jelly v_say_1,jellify.v.02
jelly v_understand_1,jellify.v.02
juice n_say_1,juice.n.01
juice n_say_2,juice.n.02
juice n_say_3,juice.n.03
juice n_say_4,juice.n.04
jump n_say_1,jump.n.01
jump n_say_2,leap.n.02
jump n_say_3,jump.n.03
jump n_say_4,startle.n.01
jump n_say_5,jump.n.05
jump n_say_6,jump.n.06
jump v_say_1,jump.v.01
jump v_say_10,chute.v.01
jump v_say_11,jump.v.11
jump v_say_12,jump.v.13
jump v_say_13,leap.v.02
jump v_say_14,alternate.v.01
jump v_say_2,startle.v.02
jump v_say_3,jump.v.03
jump v_say_4,jump.v.04
jump v_say_5,leap_out.v.01
jump v_say_6,jump.v.06
jump v_say_7,rise.v.11
jump v_say_8,jump.v.08
jump v_say_9,derail.v.02
jump v_understand_1,jump.v.01
jump v_understand_10,chute.v.01
jump v_understand_11,jump.v.11
jump v_understand_12,jump.v.13
jump v_understand_13,leap.v.02
jump v_understand_14,alternate.v.01
jump v_understand_2,startle.v.02
jump v_understand_3,jump.v.03
jump v_understand_4,jump.v.04
jump v_understand_5,leap_out.v.01
jump v_understand_6,jump.v.06
jump v_understand_7,rise.v.11
jump v_understand_8,jump.v.08
jump v_understand_9,derail.v.02
keys calibration_say_1,key.n.10
keys calibration_understand_1,key.n.10
keys n_say_1,key.n.01
keys n_say_10,winder.n.02
keys n_say_11,keystone.n.02
keys n_say_12,key.n.15
keys n_say_2,key.n.02
keys n_say_3,key.n.03
keys n_say_4,key.n.04
keys n_say_5,key.n.08
keys n_say_6,key.n.09
keys n_say_7,key.n.10
keys n_say_8,key.n.11
keys n_say_9,key.n.12
keys v_say_1,key.v.02
keys v_say_2,key.v.03
keys v_say_3,key.v.04
keys v_say_4,key.v.05
keys v_understand_1,key.v.02
keys v_understand_2,key.v.03
keys v_understand_3,key.v.04
keys v_understand_4,key.v.05
kick n_say_1,kick.n.01
kick n_say_2,bang.n.04
kick n_say_3,recoil.n.01
kick n_say_4,gripe.n.01
kick n_say_5,kick.n.06
kick v_say_1,kick.v.01
kick v_say_2,kick.v.02
kick v_say_3,kick.v.03
kick v_say_4,kick.v.04
kick v_say_5,kick_back.v.02
kick v_say_6,kick.v.06
kick v_say_7,kick.v.07
kick v_say_8,complain.v.01
kick v_understand_1,kick.v.01
kick v_understand_2,kick.v.02
kick v_understand_3,kick.v.03
kick v_understand_4,kick.v.04
kick v_understand_5,kick_back.v.02
kick v_understand_6,kick.v.06
kick v_understand_7,kick.v.07
kick v_understand_8,complain.v.01
kiss n_say_1,kiss.n.01
kiss n_say_2,kiss.n.02
kiss n_say_3,kiss.n.03
kiss n_say_4,kiss.n.04
kiss v_say_1,snog.v.01
kiss v_say_2,kiss.v.02
kiss v_understand_1,snog.v.01
kiss v_understand_2,kiss.v.02
kitchen n_say_1,kitchen.n.01
kitty n_say_1,kitten.n.01
kitty n_say_2,kitty.n.04
knee n_say_1,knee.n.01
knee n_say_2,stifle.n.01
knee n_say_3,knee.n.03
knife n_say_1,knife.n.01
knife n_say_2,knife.n.02
knife n_say_3,tongue.n.03
knife v_say_1,knife.v.01
knife v_understand_1,knife.v.01
knock n_say_1,knock.n.01
knock n_say_2,knock.n.02
knock n_say_3,knock.n.03
knock n_say_4,knock.n.04
knock n_say_5,knock.n.05
knock v_say_2,knock.v.02
knock v_say_3,bump.v.01
knock v_say_4,tap.v.07
knock v_say_5,pink.v.02
knock v_understand_2,knock.v.02
knock v_understand_3,bump.v.01
knock v_understand_4,tap.v.07
knock v_understand_5,pink.v.02
ladder n_say_1,ladder.n.01
ladder n_say_2,ladder.n.02
lady n_say_1,lady.n.01
lady n_say_2,dame.n.02
lamb n_say_1,lamb.n.01
lamb n_say_2,lamb.n.04
lamb n_say_3,lamb.n.05
lamp n_say_1,lamp.n.01
lamp n_say_2,lamp.n.02
later adj_say_1,later.s.01
later adj_say_2,late.a.06
later adj_say_3,late.a.01
later adj_say_4,belated.s.01
later adj_say_5,late.s.03
later adj_say_6,late.s.04
later adj_say_7,late.a.05
later adj_say_8,former.s.03
later adj_understand_1,later.s.01
later adj_understand_2,late.a.06
later adj_understand_3,late.a.01
later adj_understand_4,belated.s.01
later adj_understand_5,late.s.03
later adj_understand_6,late.s.04
later adj_understand_7,late.a.05
later adj_understand_8,former.s.03
later r_say_1,subsequently.r.01
later r_say_2,by_and_by.r.01
later r_say_3,later.r.03
lawn n_say_1,lawn.n.01
leg calibration_say_1,leg.n.01
leg calibration_understand_1,leg.n.01
leg n_say_1,leg.n.01
leg n_say_2,leg.n.02
leg n_say_3,leg.n.03
leg n_say_4,branch.n.03
leg n_say_5,leg.n.05
leg n_say_6,peg.n.04
leg n_say_7,leg.n.07
leg n_say_8,stage.n.06
lick n_say_1,salt_lick.n.01
lick n_say_2,lick.n.02
lick n_say_3,punch.n.01
lick v_say_1,lick.v.02
lick v_say_2,lap.v.04
lick v_understand_1,lick.v.02
lick v_understand_2,lap.v.04
light adj_say_1,light.a.01
light adj_say_10,light.s.12
light adj_say_11,light.a.13
light adj_say_12,faint.s.04
light adj_say_13,light.s.16
light adj_say_14,abstemious.s.02
light adj_say_15,light.s.18
light adj_say_16,light.s.19
light adj_say_17,light.s.20
light adj_say_18,idle.s.04
light adj_say_19,light.s.22
light adj_say_2,light.a.02
light adj_say_20,light.s.23
light adj_say_21,light.s.24
light adj_say_3,light.a.03
light adj_say_4,light.a.04
light adj_say_5,light.a.05
light adj_say_6,light.a.06
light adj_say_7,light.s.08
light adj_say_8,clean.s.03
light adj_say_9,light.s.11
light adj_understand_1,light.a.01
light adj_understand_10,light.s.12
light adj_understand_11,light.a.13
light adj_understand_12,faint.s.04
light adj_understand_13,light.s.16
light adj_understand_14,abstemious.s.02
light adj_understand_15,light.s.18
light adj_understand_16,light.s.19
light adj_understand_17,light.s.20
light adj_understand_18,idle.s.04
light adj_understand_19,light.s.22
light adj_understand_2,light.a.02
light adj_understand_20,light.s.23
light adj_understand_21,light.s.24
light adj_understand_3,light.a.03
light adj_understand_4,light.a.04
light adj_understand_5,light.a.05
light adj_understand_6,light.a.06
light adj_understand_7,light.s.08
light adj_understand_8,clean.s.03
light adj_understand_9,light.s.11
light n_say_1,light.n.01
light n_say_10,light.n.10
light n_say_11,sparkle.n.01
light n_say_12,light.n.12
light n_say_13,light.n.14
light n_say_14,lighter.n.02
light n_say_2,light.n.02
light n_say_3,light.n.03
light n_say_4,luminosity.n.01
light n_say_5,light.n.05
light n_say_6,light.n.06
light n_say_7,light.n.07
light n_say_8,light.n.08
light n_say_9,light.n.09
light r_say_1,lightly.r.02
light v_say_1,light.v.01
light v_say_2,alight.v.01
light v_say_3,ignite.v.01
light v_say_4,fall.v.20
light v_say_5,unhorse.v.01
light v_understand_1,light.v.01
light v_understand_2,alight.v.01
light v_understand_3,ignite.v.01
light v_understand_4,fall.v.20
light v_understand_5,unhorse.v.01
like adj_say_1,like.a.01
like adj_say_2,like.a.02
like adj_say_3,alike.a.01
like adj_say_4,comparable.s.02
like adj_understand_1,like.a.01
like adj_understand_2,like.a.02
like adj_understand_3,alike.a.01
like adj_understand_4,comparable.s.02
like n_say_1,like.n.01
like n_say_2,like.n.02
like v_say_1,wish.v.02
like v_say_2,like.v.02
like v_say_3,like.v.03
like v_say_4,like.v.04
like v_say_5,like.v.05
like v_understand_1,wish.v.02
like v_understand_2,like.v.02
like v_understand_3,like.v.03
like v_understand_4,like.v.04
like v_understand_5,like.v.05
lion n_say_1,lion.n.01
lips n_say_1,lip.n.01
lips n_say_2,sass.n.01
lips n_say_3,brim.n.01
lips n_say_4,lip.n.05
listen v_say_1,listen.v.01
listen v_say_2,listen.v.02
listen v_say_3,heed.v.01
listen v_understand_1,listen.v.01
listen v_understand_2,listen.v.02
listen v_understand_3,heed.v.01
little adj_say_1,small.a.01
little adj_say_2,little.a.02
little adj_say_3,little.s.03
little adj_say_4,fiddling.s.01
little adj_say_5,little.s.05
little adj_say_6,short.a.03
little adj_say_7,little.s.07
little adj_say_8,little.s.08
little adj_understand_1,small.a.01
little adj_understand_2,little.a.02
little adj_understand_3,little.s.03
little adj_understand_4,fiddling.s.01
little adj_understand_5,little.s.05
little adj_understand_6,short.a.03
little adj_understand_7,little.s.07
little adj_understand_8,little.s.08
little n_say_1,little.n.01
little r_say_1,little.r.01
living adj_say_1,living.a.01
living adj_say_2,living.s.02
living adj_say_3,living.s.03
living adj_say_4,surviving.s.01
living adj_say_5,living.s.05
living adj_understand_1,living.a.01
living adj_understand_2,living.s.02
living adj_understand_3,living.s.03
living adj_understand_4,surviving.s.01
living adj_understand_5,living.s.05
living calibration_say_1,support.n.06
living calibration_understand_1,support.n.06
living n_say_1,life.n.02
living n_say_2,living.n.02
living n_say_3,animation.n.01
living n_say_4,support.n.06
living v_say_1,populate.v.01
living v_say_2,live.v.02
living v_say_3,survive.v.01
living v_say_4,exist.v.02
living v_say_5,be.v.11
living v_say_6,know.v.05
living v_say_7,live.v.07
living v_understand_1,populate.v.01
living v_understand_2,live.v.02
living v_understand_3,survive.v.01
living v_understand_4,exist.v.02
living v_understand_5,be.v.11
living v_understand_6,know.v.05
living v_understand_7,live.v.07
lollipop n_say_1,ice_lolly.n.01
lollipop n_say_2,lollipop.n.02
long adj_say_1,long.a.01
long adj_say_2,long.a.02
long adj_say_3,long.s.03
long adj_say_4,retentive.a.01
long adj_say_5,long.s.07
long adj_understand_1,long.a.01
long adj_understand_2,long.a.02
long adj_understand_3,long.s.03
long adj_understand_4,retentive.a.01
long adj_understand_5,long.s.07
long r_say_1,long.r.01
long r_say_2,long.r.02
long v_say_1,hanker.v.01
long v_understand_1,hanker.v.01
look n_say_1,expression.n.01
look n_say_2,look.n.02
look n_say_3,look.n.03
look n_say_4,spirit.n.02
look v_say_1,look.v.01
look v_say_10,count.v.08
look v_say_2,look.v.02
look v_say_3,look.v.03
look v_say_4,search.v.02
look v_say_5,front.v.01
look v_say_6,attend.v.02
look v_say_7,look.v.07
look v_say_8,expect.v.03
look v_say_9,look.v.09
look v_understand_1,look.v.01
look v_understand_10,count.v.08
look v_understand_2,look.v.02
look v_understand_3,look.v.03
look v_understand_4,search.v.02
look v_understand_5,front.v.01
look v_understand_6,attend.v.02
look v_understand_7,look.v.07
look v_understand_8,expect.v.03
look v_understand_9,look.v.09
loud adj_say_1,loud.a.01
loud adj_say_2,brassy.s.02
loud adj_say_3,forte.a.01
loud adj_understand_1,loud.a.01
loud adj_understand_2,brassy.s.02
loud adj_understand_3,forte.a.01
loud r_say_1,loudly.r.01
love n_say_1,love.n.01
love n_say_2,love.n.02
love n_say_3,beloved.n.01
love n_say_4,love.n.04
love n_say_5,love.n.05
love n_say_6,sexual_love.n.02
love v_say_1,love.v.01
love v_say_2,love.v.02
love v_say_3,love.v.03
love v_understand_1,love.v.01
love v_understand_2,love.v.02
love v_understand_3,love.v.03
lunch n_say_1,lunch.n.01
lunch v_say_1,lunch.v.01
lunch v_say_2,lunch.v.02
lunch v_understand_1,lunch.v.01
lunch v_understand_2,lunch.v.02
mad adj_say_1,huffy.s.02
mad adj_say_2,brainsick.s.01
mad adj_say_3,delirious.s.02
mad adj_say_4,harebrained.s.01
mad adj_understand_1,huffy.s.02
mad adj_understand_2,brainsick.s.01
mad adj_understand_3,delirious.s.02
mad adj_understand_4,harebrained.s.01
mailman n_say_1,mailman.n.01
make n_say_1,brand.n.02
make n_say_2,shuffle.n.01
make v_say_1,make.v.01
make v_say_10,gain.v.08
make v_say_11,do.v.08
make v_say_14,make.v.14
make v_say_15,make.v.15
make v_say_16,make.v.16
make v_say_17,construct.v.01
make v_say_18,make.v.18
make v_say_19,make.v.19
make v_say_2,make.v.02
make v_say_20,name.v.03
make v_say_21,have.v.17
make v_say_22,reach.v.01
make v_say_23,lay_down.v.01
make v_say_24,make.v.24
make v_say_25,hold.v.03
make v_say_26,make.v.27
make v_say_27,take.v.27
make v_say_28,stool.v.04
make v_say_29,make.v.30
make v_say_3,make.v.03
make v_say_30,make.v.31
make v_say_31,make.v.32
make v_say_32,make.v.33
make v_say_33,make.v.34
make v_say_34,make.v.35
make v_say_35,make.v.36
make v_say_36,make.v.37
make v_say_37,make.v.38
make v_say_38,cook.v.02
make v_say_39,make.v.41
make v_say_4,induce.v.02
make v_say_40,make.v.42
make v_say_41,make.v.43
make v_say_42,make.v.44
make v_say_43,make.v.45
make v_say_44,make.v.46
make v_say_45,make.v.47
make v_say_46,make.v.48
make v_say_5,cause.v.01
make v_say_6,produce.v.02
make v_say_7,draw.v.04
make v_say_8,make.v.08
make v_say_9,create.v.05
make v_understand_1,make.v.01
make v_understand_10,gain.v.08
make v_understand_11,do.v.08
make v_understand_14,make.v.14
make v_understand_15,make.v.15
make v_understand_16,make.v.16
make v_understand_17,construct.v.01
make v_understand_18,make.v.18
make v_understand_19,make.v.19
make v_understand_2,make.v.02
make v_understand_20,name.v.03
make v_understand_21,have.v.17
make v_understand_22,reach.v.01
make v_understand_23,lay_down.v.01
make v_understand_24,make.v.24
make v_understand_25,hold.v.03
make v_understand_26,make.v.27
make v_understand_27,take.v.27
make v_understand_28,stool.v.04
make v_understand_29,make.v.30
make v_understand_3,make.v.03
make v_understand_30,make.v.31
make v_understand_31,make.v.32
make v_understand_32,make.v.33
make v_understand_33,make.v.34
make v_understand_34,make.v.35
make v_understand_35,make.v.36
make v_understand_36,make.v.37
make v_understand_37,make.v.38
make v_understand_38,cook.v.02
make v_understand_39,make.v.41
make v_understand_4,induce.v.02
make v_understand_40,make.v.42
make v_understand_41,make.v.43
make v_understand_42,make.v.44
make v_understand_43,make.v.45
make v_understand_44,make.v.46
make v_understand_45,make.v.47
make v_understand_46,make.v.48
make v_understand_5,cause.v.01
make v_understand_6,produce.v.02
make v_understand_7,draw.v.04
make v_understand_8,make.v.08
make v_understand_9,create.v.05
man n_say_1,man.n.01
man n_say_10,world.n.08
man n_say_2,serviceman.n.01
man n_say_3,man.n.03
man n_say_4,homo.n.02
man n_say_5,man.n.05
man n_say_6,man.n.06
man n_say_7,valet.n.01
man n_say_8,man.n.08
man n_say_9,man.n.10
man v_say_1,man.v.01
man v_say_2,man.v.02
man v_understand_1,man.v.01
man v_understand_2,man.v.02
me n_say_1,maine.n.01
meat n_say_1,meat.n.01
meat n_say_2,kernel.n.01
meat n_say_3,kernel.n.03
medicine n_say_1,medicine.n.01
medicine n_say_2,medicine.n.02
medicine n_say_3,medicine.n.03
medicine n_say_4,music.n.05
medicine v_say_1,medicate.v.02
medicine v_understand_1,medicate.v.02
melon n_say_1,melon.n.01
melon n_say_2,melon.n.02
milk n_say_1,milk.n.01
milk n_say_2,milk.n.02
milk n_say_3,milk.n.04
milk v_say_1,milk.v.01
milk v_say_2,milk.v.03
milk v_understand_1,milk.v.01
milk v_understand_2,milk.v.03
mine n_say_1,mine.n.01
mine n_say_2,mine.n.02
mine v_say_1,mine.v.01
mine v_understand_1,mine.v.01
mittens n_say_1,mitten.n.01
money n_say_1,money.n.01
money n_say_2,money.n.02
money n_say_3,money.n.03
monkey n_say_1,monkey.n.01
monkey n_say_2,imp.n.02
monkey v_say_1,tamper.v.01
monkey v_say_2,putter.v.02
monkey v_understand_1,tamper.v.01
monkey v_understand_2,putter.v.02
moon n_say_1,moon.n.01
moon n_say_2,moon.n.02
moon n_say_3,moonlight.n.01
moon n_say_4,moon.n.06
moon v_say_1,daydream.v.02
moon v_say_2,moon.v.03
moon v_understand_1,daydream.v.02
moon v_understand_2,moon.v.03
moose n_say_1,elk.n.01
mop n_say_1,swab.n.02
mop v_say_1,wipe_up.v.01
mop v_say_2,pout.v.02
mop v_understand_1,wipe_up.v.01
mop v_understand_2,pout.v.02
more adj_say_1,more.a.01
more adj_say_2,more.a.02
more adj_understand_1,more.a.01
more adj_understand_2,more.a.02
more r_say_1,more.r.01
more r_say_2,more.r.02
morning n_say_1,morning.n.01
morning n_say_2,good_morning.n.01
morning n_say_3,dawn.n.01
morning n_say_4,dawn.n.02
motorcycle n_say_1,motorcycle.n.01
motorcycle v_say_1,motorbike.v.01
motorcycle v_understand_1,motorbike.v.01
mouse n_say_1,mouse.n.01
mouse n_say_2,shiner.n.01
mouse n_say_3,mouse.n.03
mouse n_say_4,mouse.n.04
mouse v_say_1,sneak.v.01
mouse v_say_2,mouse.v.02
mouse v_understand_1,sneak.v.01
mouse v_understand_2,mouse.v.02
mouth n_say_1,mouth.n.01
mouth n_say_2,mouth.n.02
mouth n_say_3,mouth.n.03
mouth n_say_4,mouth.n.04
mouth n_say_5,mouth.n.05
mouth n_say_6,mouthpiece.n.03
mouth n_say_7,sass.n.01
mouth n_say_8,mouth.n.08
mouth v_say_1,talk.v.02
mouth v_say_2,mouth.v.02
mouth v_say_3,mouth.v.03
mouth v_understand_1,talk.v.02
mouth v_understand_2,mouth.v.02
mouth v_understand_3,mouth.v.03
movie n_say_1,movie.n.01
muffin n_say_1,muffin.n.01
nail n_say_1,nail.n.01
nail n_say_2,nail.n.02
nail v_say_1,nail.v.01
nail v_say_2,collar.v.01
nail v_say_3,smash.v.01
nail v_say_4,nail_down.v.01
nail v_say_5,breeze_through.v.01
nail v_say_6,pinpoint.v.01
nail v_say_7,complete.v.04
nail v_understand_1,nail.v.01
nail v_understand_2,collar.v.01
nail v_understand_3,smash.v.01
nail v_understand_4,nail_down.v.01
nail v_understand_5,breeze_through.v.01
nail v_understand_6,pinpoint.v.01
nail v_understand_7,complete.v.04
nap n_say_1,sleep.n.03
nap n_say_2,nap.n.02
nap n_say_3,nap.n.04
nap v_say_1,nap.v.01
nap v_understand_1,nap.v.01
napkin n_say_1,napkin.n.01
napkin n_say_2,diaper.n.01
necklace n_say_1,necklace.n.01
need n_say_1,need.n.01
need n_say_2,need.n.02
need n_say_3,motivation.n.01
need n_say_4,indigence.n.01
need v_say_1,necessitate.v.01
need v_say_2,want.v.02
need v_say_3,need.v.03
need v_understand_1,necessitate.v.01
need v_understand_2,want.v.02
need v_understand_3,need.v.03
new adj_say_1,new.a.01
new adj_say_2,fresh.s.04
new adj_say_3,raw.s.12
new adj_say_4,new.s.04
new adj_say_5,new.s.05
new adj_say_6,new.a.06
new adj_say_7,newfangled.s.01
new adj_say_8,new.s.10
new adj_say_9,new.s.11
new adj_understand_1,new.a.01
new adj_understand_2,fresh.s.04
new adj_understand_3,raw.s.12
new adj_understand_4,new.s.04
new adj_understand_5,new.s.05
new adj_understand_6,new.a.06
new adj_understand_7,newfangled.s.01
new adj_understand_8,new.s.10
new adj_understand_9,new.s.11
new r_say_1,newly.r.01
next adj_say_1,following.s.02
next adj_say_2,adjacent.s.01
next adj_say_3,future.s.03
next adj_understand_1,following.s.02
next adj_understand_2,adjacent.s.01
next adj_understand_3,future.s.03
next r_say_1,next.r.01
nice adj_say_1,nice.a.01
nice adj_say_2,decent.s.01
nice adj_say_3,nice.s.03
nice adj_say_4,dainty.s.04
nice adj_say_5,courteous.s.01
nice adj_understand_1,nice.a.01
nice adj_understand_2,decent.s.01
nice adj_understand_3,nice.s.03
nice adj_understand_4,dainty.s.04
nice adj_understand_5,courteous.s.01
nice n_say_1,nice.n.01
night n_say_1,night.n.01
night n_say_2,night.n.02
night n_say_3,night.n.03
night n_say_4,night.n.04
night n_say_5,night.n.05
night n_say_6,night.n.06
night n_say_7,night.n.07
noisy adj_say_1,noisy.a.01
noisy adj_say_2,noisy.s.02
noisy adj_understand_1,noisy.a.01
noisy adj_understand_2,noisy.s.02
nose n_say_1,nose.n.01
nose n_say_2,nose.n.02
nose n_say_3,nose.n.03
nose n_say_4,nose.n.04
nose n_say_5,nose.n.05
nose n_say_6,nose.n.06
nose n_say_7,nozzle.n.01
nose v_say_1,intrude.v.03
nose v_say_2,scent.v.02
nose v_say_3,nose.v.04
nose v_say_4,nuzzle.v.02
nose v_say_5,nose.v.06
nose v_understand_1,intrude.v.03
nose v_understand_2,scent.v.02
nose v_understand_3,nose.v.04
nose v_understand_4,nuzzle.v.02
nose v_understand_5,nose.v.06
not r_say_1,not.r.01
now n_say_1,now.n.01
now r_say_1,now.r.01
now r_say_2,nowadays.r.01
now r_say_3,now.r.03
now r_say_4,now.r.04
now r_say_5,immediately.r.01
now r_say_6,now.r.06
now r_say_7,now.r.07
nuts adj_say_1,balmy.s.01
nuts adj_understand_1,balmy.s.01
nuts n_say_1,nut.n.01
nuts n_say_2,nut.n.03
nuts n_say_3,crackpot.n.01
nuts n_say_4,addict.n.01
nuts n_say_5,testis.n.01
nuts v_say_1,nut.v.01
nuts v_understand_1,nut.v.01
off adj_say_1,off.a.01
off adj_say_2,off.s.02
off adj_say_3,off.a.03
off adj_say_4,off.s.04
off adj_say_5,off.s.05
off adj_understand_1,off.a.01
off adj_understand_2,off.s.02
off adj_understand_3,off.a.03
off adj_understand_4,off.s.04
off adj_understand_5,off.s.05
off r_say_1,away.r.01
off r_say_2,off.r.02
off r_say_3,off.r.03
old adj_say_1,old.a.01
old adj_say_2,old.a.02
old adj_say_3,old.s.03
old adj_say_4,old.s.04
old adj_say_5,erstwhile.s.01
old adj_say_6,honest-to-god.s.01
old adj_say_7,previous.s.01
old adj_understand_1,old.a.01
old adj_understand_2,old.a.02
old adj_understand_3,old.s.03
old adj_understand_4,old.s.04
old adj_understand_5,erstwhile.s.01
old adj_understand_6,honest-to-god.s.01
old adj_understand_7,previous.s.01
on adj_say_1,on.a.01
on adj_say_2,on.a.02
on adj_say_3,on.a.01
on adj_say_4,on.a.02
on adj_understand_1,on.a.01
on adj_understand_2,on.a.02
on adj_understand_3,on.a.01
on adj_understand_4,on.a.02
on r_say_1,along.r.01
on r_say_2,on.r.02
on r_say_3,on.r.03
on r_say_4,along.r.01
open adj_say_1,open.a.01
open adj_say_10,open.a.11
open adj_say_11,open.s.12
open adj_say_12,open.s.13
open adj_say_13,open.s.14
open adj_say_14,receptive.a.02
open adj_say_15,overt.a.01
open adj_say_16,capable.s.02
open adj_say_17,clear.s.03
open adj_say_18,candid.s.03
open adj_say_19,open.s.21
open adj_say_2,open.a.02
open adj_say_3,exposed.s.01
open adj_say_4,open.s.04
open adj_say_5,open.a.05
open adj_say_6,open.s.06
open adj_say_7,open.s.07
open adj_say_8,assailable.s.01
open adj_say_9,open.s.10
open adj_understand_1,open.a.01
open adj_understand_10,open.a.11
open adj_understand_11,open.s.12
open adj_understand_12,open.s.13
open adj_understand_13,open.s.14
open adj_understand_14,receptive.a.02
open adj_understand_15,overt.a.01
