sense_question,wordnet_sense
taste n_say_6,taste.n.06
taste n_say_7,taste.n.07
taste v_say_1,taste.v.01
taste v_say_2,taste.v.02
taste v_say_3,sample.v.01
taste v_say_4,smack.v.03
taste v_say_5,taste.v.05
taste v_say_6,taste.v.06
taste v_understand_1,taste.v.01
taste v_understand_2,taste.v.02
taste v_understand_3,sample.v.01
taste v_understand_4,smack.v.03
taste v_understand_5,taste.v.05
taste v_understand_6,taste.v.06
teacher n_say_1,teacher.n.01
teacher n_say_2,teacher.n.02
tear n_say_1,tear.n.01
tear n_say_2,rip.n.02
tear n_say_3,bust.n.04
tear n_say_4,tear.n.04
tear v_say_1,tear.v.01
tear v_say_2,tear.v.02
tear v_say_3,tear.v.03
tear v_say_4,pluck.v.05
tear v_say_5,tear.v.05
tear v_understand_1,tear.v.01
tear v_understand_2,tear.v.02
tear v_understand_3,tear.v.03
tear v_understand_4,pluck.v.05
tear v_understand_5,tear.v.05
telephone n_say_1,telephone.n.01
telephone n_say_2,telephone.n.02
telephone v_say_1,call.v.03
telephone v_understand_1,call.v.03
thank v_say_1,thank.v.01
thank v_understand_1,thank.v.01
there n_say_1,there.n.01
there r_say_1,there.r.01
there r_say_2,there.r.02
there r_say_3,there.r.03
think n_say_1,think.n.01
think v_say_1,think.v.01
think v_say_10,think.v.10
think v_say_11,think.v.11
think v_say_12,think.v.12
think v_say_13,think.v.13
think v_say_2,think.v.02
think v_say_3,think.v.03
think v_say_4,remember.v.01
think v_say_5,think.v.05
think v_say_6,think.v.06
think v_say_7,intend.v.01
think v_say_8,think.v.08
think v_say_9,think.v.09
think v_understand_1,think.v.01
think v_understand_10,think.v.10
think v_understand_11,think.v.11
think v_understand_12,think.v.12
think v_understand_13,think.v.13
think v_understand_2,think.v.02
think v_understand_3,think.v.03
think v_understand_4,remember.v.01
think v_understand_5,think.v.05
think v_understand_6,think.v.06
think v_understand_7,intend.v.01
think v_understand_8,think.v.08
think v_understand_9,think.v.09
thirsty adj_say_1,thirsty.s.01
thirsty adj_say_2,thirsty.a.02
thirsty adj_say_3,athirst.s.01
thirsty adj_say_4,thirsty.s.04
thirsty adj_understand_1,thirsty.s.01
thirsty adj_understand_2,thirsty.a.02
thirsty adj_understand_3,athirst.s.01
thirsty adj_understand_4,thirsty.s.04
throw n_say_1,throw.n.01
throw n_say_2,throw.n.02
throw n_say_3,throw.n.04
throw n_say_4,throw.n.05
throw v_say_1,throw.v.01
throw v_say_10,hurl.v.03
throw v_say_11,hold.v.03
throw v_say_12,throw.v.12
throw v_say_13,throw.v.13
throw v_say_14,throw.v.14
throw v_say_15,confuse.v.02
throw v_say_2,throw.v.02
throw v_say_3,shed.v.01
throw v_say_4,throw.v.04
throw v_say_5,give.v.07
throw v_say_6,throw.v.06
throw v_say_7,project.v.10
throw v_say_8,throw.v.08
throw v_say_9,bewilder.v.02
throw v_understand_1,throw.v.01
throw v_understand_10,hurl.v.03
throw v_understand_11,hold.v.03
throw v_understand_12,throw.v.12
throw v_understand_13,throw.v.13
throw v_understand_14,throw.v.14
throw v_understand_15,confuse.v.02
throw v_understand_2,throw.v.02
throw v_understand_3,shed.v.01
throw v_understand_4,throw.v.04
throw v_understand_5,give.v.07
throw v_understand_6,throw.v.06
throw v_understand_7,project.v.10
throw v_understand_8,throw.v.08
throw v_understand_9,bewilder.v.02
tickle calibration_say_1,tickle.n.02
tickle calibration_understand_1,tickle.n.02
tickle n_say_1,tickle.n.01
tickle n_say_2,tickle.n.02
tickle v_say_1,tickle.v.01
tickle v_say_2,thrill.v.02
tickle v_say_3,tickle.v.03
tickle v_understand_1,tickle.v.01
tickle v_understand_2,thrill.v.02
tickle v_understand_3,tickle.v.03
tiger n_say_1,tiger.n.01
tiger n_say_2,tiger.n.02
time n_say_1,time.n.01
time n_say_10,prison_term.n.01
time n_say_2,time.n.02
time n_say_3,time.n.03
time n_say_4,time.n.04
time n_say_5,time.n.05
time n_say_6,time.n.06
time n_say_7,clock_time.n.01
time n_say_8,fourth_dimension.n.01
time n_say_9,meter.n.04
time v_say_1,clock.v.01
time v_say_2,time.v.02
time v_say_3,time.v.03
time v_say_4,time.v.04
time v_say_5,time.v.05
time v_understand_1,clock.v.01
time v_understand_2,time.v.02
time v_understand_3,time.v.03
time v_understand_4,time.v.04
time v_understand_5,time.v.05
tiny adj_say_1,bantam.s.01
tiny adj_understand_1,bantam.s.01
tired adj_say_1,tired.a.01
tired adj_say_2,banal.s.01
tired adj_understand_1,tired.a.01
tired adj_understand_2,banal.s.01
tired v_say_1,tire.v.01
tired v_say_2,tire.v.02
tired v_say_3,run_down.v.06
tired v_say_4,bore.v.01
tired v_understand_1,tire.v.01
tired v_understand_2,tire.v.02
tired v_understand_3,run_down.v.06
tired v_understand_4,bore.v.01
tissue n_say_1,tissue.n.02
tissue v_say_1,weave.v.02
tissue v_understand_1,weave.v.02
toast n_say_1,toast.n.01
toast n_say_2,toast.n.02
toast n_say_3,goner.n.01
toast n_say_4,pledge.n.03
toast v_say_1,crispen.v.01
toast v_say_2,toast.v.02
toast v_understand_1,crispen.v.01
toast v_understand_2,toast.v.02
today n_say_1,today.n.01
today n_say_2,today.n.02
today r_say_1,nowadays.r.01
today r_say_2,today.r.02
toe n_say_1,toe.n.01
toe n_say_2,toe.n.02
toe n_say_3,toe.n.03
toe n_say_4,toe.n.04
toe v_say_1,toe.v.01
toe v_say_2,toe.v.03
toe v_say_3,toe.v.05
toe v_understand_1,toe.v.01
toe v_understand_2,toe.v.03
toe v_understand_3,toe.v.05
tomorrow n_say_1,tomorrow.n.01
tomorrow n_say_2,tomorrow.n.02
tomorrow r_say_1,tomorrow.r.01
tongue n_say_1,tongue.n.01
tongue n_say_2,natural_language.n.01
tongue n_say_3,tongue.n.04
tongue n_say_4,tongue.n.06
tongue n_say_5,tongue.n.07
tongue v_say_1,tongue.v.01
tongue v_say_2,tongue.v.02
tongue v_understand_1,tongue.v.01
tongue v_understand_2,tongue.v.02
tonight n_say_1,tonight.n.01
tonight r_say_1,tonight.r.01
too r_say_1,excessively.r.01
too r_say_2,besides.r.02
tooth n_say_1,tooth.n.01
tooth n_say_2,tooth.n.02
tooth n_say_3,tooth.n.03
tooth n_say_4,tooth.n.04
tooth n_say_5,tooth.n.05
toothbrush n_say_1,toothbrush.n.01
touch n_say_1,touch.n.01
touch n_say_10,touch.n.11
touch n_say_11,touch.n.12
touch n_say_2,touch.n.02
touch n_say_3,touch.n.03
touch n_say_4,touch.n.04
touch n_say_5,touch.n.05
touch n_say_6,touch.n.06
touch n_say_7,contact.n.08
touch n_say_8,touch.n.08
touch n_say_9,touch.n.10
touch v_say_1,touch.v.01
touch v_say_10,equal.v.02
touch v_say_11,touch.v.11
touch v_say_12,allude.v.01
touch v_say_13,touch.v.13
touch v_say_14,partake.v.03
touch v_say_15,tint.v.01
touch v_say_2,touch.v.02
touch v_say_3,touch.v.03
touch v_say_4,refer.v.02
touch v_say_5,touch.v.05
touch v_say_6,affect.v.01
touch v_say_7,touch.v.07
touch v_say_8,touch.v.08
touch v_say_9,reach.v.06
touch v_understand_1,touch.v.01
touch v_understand_10,equal.v.02
touch v_understand_11,touch.v.11
touch v_understand_12,allude.v.01
touch v_understand_13,touch.v.13
touch v_understand_14,partake.v.03
touch v_understand_15,tint.v.01
touch v_understand_2,touch.v.02
touch v_understand_3,touch.v.03
touch v_understand_4,refer.v.02
touch v_understand_5,touch.v.05
touch v_understand_6,affect.v.01
touch v_understand_7,touch.v.07
touch v_understand_8,touch.v.08
touch v_understand_9,reach.v.06
towel n_say_1,towel.n.01
towel v_say_1,towel.v.01
towel v_understand_1,towel.v.01
toy n_say_1,plaything.n.01
toy n_say_2,toy.n.02
toy n_say_3,toy.n.03
toy n_say_4,miniature.n.02
toy n_say_5,toy_dog.n.01
toy v_say_1,dally.v.01
toy v_say_2,toy.v.02
toy v_say_3,play.v.16
toy v_understand_1,dally.v.01
toy v_understand_2,toy.v.02
toy v_understand_3,play.v.16
tractor n_say_1,tractor.n.01
tractor n_say_2,tractor.n.02
train n_say_1,train.n.01
train n_say_2,string.n.04
train n_say_3,caravan.n.01
train n_say_4,train.n.04
train n_say_5,train.n.05
train v_say_1,train.v.01
train v_say_10,train.v.10
train v_say_11,trail.v.05
train v_say_2,train.v.02
train v_say_3,discipline.v.01
train v_say_4,prepare.v.05
train v_say_5,educate.v.03
train v_say_6,aim.v.01
train v_say_7,coach.v.01
train v_say_8,train.v.08
train v_say_9,train.v.09
train v_understand_1,train.v.01
train v_understand_10,train.v.10
train v_understand_11,trail.v.05
train v_understand_2,train.v.02
train v_understand_3,discipline.v.01
train v_understand_4,prepare.v.05
train v_understand_5,educate.v.03
train v_understand_6,aim.v.01
train v_understand_7,coach.v.01
train v_understand_8,train.v.08
train v_understand_9,train.v.09
trash n_say_1,rubbish.n.01
trash n_say_2,trash.n.02
trash n_say_3,folderol.n.01
trash v_say_1,trash.v.01
trash v_say_2,pan.v.03
trash v_understand_1,trash.v.01
trash v_understand_2,pan.v.03
tree n_say_1,tree.n.01
tree n_say_2,tree.n.02
tree v_say_1,tree.v.02
tree v_say_2,tree.v.03
tree v_understand_1,tree.v.02
tree v_understand_2,tree.v.03
tricycle n_say_1,tricycle.n.01
truck n_say_1,truck.n.01
truck n_say_2,hand_truck.n.01
truck v_say_1,truck.v.01
truck v_understand_1,truck.v.01
try n_say_1,attempt.n.01
try v_say_1,try.v.01
try v_say_2,test.v.01
try v_say_3,judge.v.05
try v_say_4,sample.v.01
try v_say_5,hear.v.03
try v_say_6,try.v.06
try v_say_7,try.v.07
try v_say_8,try_on.v.01
try v_understand_1,try.v.01
try v_understand_2,test.v.01
try v_understand_3,judge.v.05
try v_understand_4,sample.v.01
try v_understand_5,hear.v.03
try v_understand_6,try.v.06
try v_understand_7,try.v.07
try v_understand_8,try_on.v.01
tummy n_say_1,pot.n.07
tummy n_say_2,stomach.n.01
tuna n_say_1,tuna.n.02
tuna n_say_2,tuna.n.03
tuna n_say_3,tuna.n.04
turkey n_say_1,turkey.n.01
turkey n_say_2,turkey.n.02
turkey n_say_3,joker.n.02
turkey n_say_4,turkey.n.04
turn n_say_1,bend.n.01
turn n_say_10,act.n.04
turn n_say_11,turn.n.11
turn n_say_12,turn.n.12
turn n_say_2,turn.n.02
turn n_say_3,turn.n.03
turn n_say_4,turn.n.04
turn n_say_5,turning.n.04
turn n_say_6,turn.n.06
turn n_say_7,twist.n.13
turn n_say_8,go.n.01
turn n_say_9,turn.n.09
turn v_say_1,turn.v.01
turn v_say_10,turn.v.10
turn v_say_11,turn.v.11
turn v_say_12,plow.v.01
turn v_say_13,turn.v.13
turn v_say_14,turn.v.14
turn v_say_15,twist.v.10
turn v_say_17,turn.v.17
turn v_say_18,turn.v.19
turn v_say_19,turn.v.20
turn v_say_2,change_state.v.01
turn v_say_20,flex.v.05
turn v_say_21,turn.v.22
turn v_say_22,turn.v.23
turn v_say_23,call_on.v.01
turn v_say_24,sour.v.01
turn v_say_25,turn.v.26
turn v_say_3,become.v.02
turn v_say_4,turn.v.04
turn v_say_5,change_by_reversal.v.01
turn v_say_6,turn.v.06
turn v_say_7,turn.v.07
turn v_say_8,turn.v.08
turn v_say_9,turn.v.09
turn v_understand_1,turn.v.01
turn v_understand_10,turn.v.10
turn v_understand_11,turn.v.11
turn v_understand_12,plow.v.01
turn v_understand_13,turn.v.13
turn v_understand_14,turn.v.14
turn v_understand_15,twist.v.10
turn v_understand_17,turn.v.17
turn v_understand_18,turn.v.19
turn v_understand_19,turn.v.20
turn v_understand_2,change_state.v.01
turn v_understand_20,flex.v.05
turn v_understand_21,turn.v.22
turn v_understand_22,turn.v.23
turn v_understand_23,call_on.v.01
turn v_understand_24,sour.v.01
turn v_understand_25,turn.v.26
turn v_understand_3,become.v.02
turn v_understand_4,turn.v.04
turn v_understand_5,change_by_reversal.v.01
turn v_understand_6,turn.v.06
turn v_understand_7,turn.v.07
turn v_understand_8,turn.v.08
turn v_understand_9,turn.v.09
turtle n_say_1,turtleneck.n.01
turtle n_say_2,turtle.n.02
tv n_say_1,television.n.01
tv n_say_2,television_receiver.n.01
uncle n_say_1,uncle.n.01
under adj_say_1,nether.s.03
under adj_say_2,under.s.02
under adj_understand_1,nether.s.03
under adj_understand_2,under.s.02
under r_say_1,under.r.01
under r_say_2,under.r.02
under r_say_3,under.r.03
under r_say_4,under.r.04
under r_say_5,under.r.05
under r_say_6,under.r.06
under r_say_7,under.r.07
under r_say_8,under.r.08
underpants n_say_1,underpants.n.01
up adj_say_1,up.a.01
up adj_say_2,astir.s.01
up adj_say_3,up.s.04
up adj_say_4,up.s.05
up adj_say_5,up.s.06
up adj_say_6,up.s.07
up adj_say_7,up.s.08
up adj_understand_1,up.a.01
up adj_understand_2,astir.s.01
up adj_understand_3,up.s.04
up adj_understand_4,up.s.05
up adj_understand_5,up.s.06
up adj_understand_6,up.s.07
up adj_understand_7,up.s.08
up r_say_1,up.r.01
up r_say_2,up.r.02
up r_say_3,up.r.03
up r_say_4,up.r.04
up r_say_5,up.r.05
up v_say_1,up.v.01
up v_understand_1,up.v.01
vacuum n_say_1,vacuum.n.01
vacuum n_say_2,void.n.02
vacuum n_say_3,vacuum.n.03
vacuum n_say_4,vacuum.n.04
vacuum v_say_1,vacuum.v.01
vacuum v_understand_1,vacuum.v.01
vitamins n_say_1,vitamin.n.01
vroom n_say_1,vroom.n.01
vroom v_say_1,vroom.v.01
vroom v_understand_1,vroom.v.01
wait n_say_1,delay.n.01
wait n_say_2,wait.n.02
wait v_say_1,wait.v.01
wait v_say_2,wait.v.02
wait v_say_3,expect.v.03
wait v_say_4,wait.v.04
wait v_understand_1,wait.v.01
wait v_understand_2,wait.v.02
wait v_understand_3,expect.v.03
wait v_understand_4,wait.v.04
wake n_say_1,aftermath.n.01
wake n_say_2,wake.n.03
wake v_say_1,wake.v.01
wake v_say_2,wake_up.v.02
wake v_say_3,wake.v.04
wake v_say_4,awaken.v.01
wake v_understand_1,wake.v.01
wake v_understand_2,wake_up.v.02
wake v_understand_3,wake.v.04
wake v_understand_4,awaken.v.01
walk n_say_1,walk.n.01
walk n_say_2,base_on_balls.n.01
walk n_say_3,walk.n.03
walk n_say_4,walk.n.04
walk n_say_5,walk.n.05
walk n_say_6,walk.n.06
walk n_say_7,walk_of_life.n.01
walk v_say_1,walk.v.01
walk v_say_10,walk.v.10
walk v_say_2,walk.v.02
walk v_say_3,walk.v.03
walk v_say_4,walk.v.04
walk v_say_5,walk.v.05
walk v_say_6,walk.v.06
walk v_say_7,walk.v.07
walk v_say_8,walk.v.08
walk v_say_9,walk.v.09
walk v_understand_1,walk.v.01
walk v_understand_10,walk.v.10
walk v_understand_2,walk.v.02
walk v_understand_3,walk.v.03
walk v_understand_4,walk.v.04
walk v_understand_5,walk.v.05
walk v_understand_6,walk.v.06
walk v_understand_7,walk.v.07
walk v_understand_8,walk.v.08
walk v_understand_9,walk.v.09
wash n_say_1,wash.n.01
wash n_say_2,wash.n.02
wash n_say_3,wash.n.03
wash n_say_4,washout.n.02
wash n_say_5,slipstream.n.01
wash n_say_6,wash.n.06
wash n_say_7,laundry.n.01
wash v_say_1,wash.v.01
wash v_say_10,moisten.v.01
wash v_say_11,lave.v.01
wash v_say_12,wash.v.13
wash v_say_2,wash.v.02
wash v_say_3,wash.v.03
wash v_say_4,wash.v.04
wash v_say_5,wash.v.05
wash v_say_6,wash.v.07
wash v_say_7,wash.v.08
wash v_say_8,wash.v.09
wash v_say_9,wash.v.10
wash v_understand_1,wash.v.01
wash v_understand_10,moisten.v.01
wash v_understand_11,lave.v.01
wash v_understand_12,wash.v.13
wash v_understand_2,wash.v.02
wash v_understand_3,wash.v.03
wash v_understand_4,wash.v.04
wash v_understand_5,wash.v.05
wash v_understand_6,wash.v.07
wash v_understand_7,wash.v.08
wash v_understand_8,wash.v.09
wash v_understand_9,wash.v.10
washing n_say_1,wash.n.02
washing n_say_2,laundry.n.01
watch n_say_1,watch.n.01
watch n_say_2,watch.n.03
watch n_say_3,watch.n.04
watch n_say_4,lookout.n.01
watch v_say_1,watch.v.01
watch v_say_2,watch.v.02
watch v_say_3,watch.v.03
watch v_say_4,watch.v.04
watch v_say_5,watch.v.05
watch v_say_6,watch.v.06
watch v_say_7,determine.v.08
watch v_say_8,watch.v.01
watch v_understand_1,watch.v.01
watch v_understand_2,watch.v.02
watch v_understand_3,watch.v.03
watch v_understand_4,watch.v.04
watch v_understand_5,watch.v.05
watch v_understand_6,watch.v.06
watch v_understand_7,determine.v.08
watch v_understand_8,watch.v.01
water n_say_1,water.n.01
water n_say_2,body_of_water.n.01
water n_say_3,water.n.03
water n_say_4,water_system.n.02
water n_say_5,urine.n.01
water n_say_6,water.n.06
water v_say_1,water.v.01
water v_say_2,water.v.02
water v_say_3,water.v.03
water v_say_4,water.v.04
water v_understand_1,water.v.01
water v_understand_2,water.v.02
water v_understand_3,water.v.03
water v_understand_4,water.v.04
wet adj_say_1,wet.a.01
wet adj_say_2,wet.a.02
wet adj_understand_1,wet.a.01
wet adj_understand_2,wet.a.02
wet n_say_1,moisture.n.01
wet v_say_1,wet.v.01
wet v_say_2,wet.v.02
wet v_understand_1,wet.v.01
wet v_understand_2,wet.v.02
white adj_say_1,white.a.01
white adj_say_10,white.s.12
white adj_say_2,white.a.02
white adj_say_3,white.s.03
white adj_say_4,white.s.04
white adj_say_5,white.s.06
white adj_say_6,blank.s.01
white adj_say_7,white.s.09
white adj_say_8,white.s.10
white adj_say_9,ashen.s.01
white adj_understand_1,white.a.01
white adj_understand_10,white.s.12
white adj_understand_2,white.a.02
white adj_understand_3,white.s.03
white adj_understand_4,white.s.04
white adj_understand_5,white.s.06
white adj_understand_6,blank.s.01
white adj_understand_7,white.s.09
white adj_understand_8,white.s.10
white adj_understand_9,ashen.s.01
white n_say_1,white.n.01
white n_say_2,white.n.02
white n_say_3,egg_white.n.01
white n_say_4,white.n.11
white n_say_5,flannel.n.03
white v_say_1,whiten.v.01
white v_understand_1,whiten.v.01
why n_say_1,why.n.01
will n_say_1,volition.n.01
will n_say_2,will.n.02
will n_say_3,will.n.03
will v_say_1,will.v.01
will v_say_2,will.v.02
will v_say_3,bequeath.v.01
will v_understand_1,will.v.01
will v_understand_2,will.v.02
will v_understand_3,bequeath.v.01
wind n_say_1,wind.n.01
wind n_say_2,wind.n.02
wind n_say_3,wind.n.03
wind n_say_4,wind.n.04
wind n_say_5,tip.n.03
wind n_say_6,wind_instrument.n.01
wind n_say_7,fart.n.01
wind n_say_8,wind.n.08
wind v_say_1,weave.v.04
wind v_say_2,wind.v.02
wind v_say_3,wind.v.03
wind v_say_4,scent.v.02
wind v_say_5,wind.v.05
wind v_say_6,wreathe.v.03
wind v_say_7,hoist.v.01
wind v_understand_1,weave.v.04
wind v_understand_2,wind.v.02
wind v_understand_3,wind.v.03
wind v_understand_4,scent.v.02
wind v_understand_5,wind.v.05
wind v_understand_6,wreathe.v.03
wind v_understand_7,hoist.v.01
window n_say_1,window.n.01
window n_say_2,window.n.02
window n_say_3,window.n.03
window n_say_4,window.n.04
window n_say_5,window.n.05
window n_say_6,windowpane.n.01
window n_say_7,window.n.07
window n_say_8,window.n.08
windy adj_say_1,blowy.s.01
windy adj_say_2,windy.s.03
windy adj_say_3,long-winded.s.01
windy adj_understand_1,blowy.s.01
windy adj_understand_2,windy.s.03
windy adj_understand_3,long-winded.s.01
wipe n_say_1,rub.n.02
wipe v_say_1,wipe.v.01
wipe v_understand_1,wipe.v.01
wolf n_say_1,wolf.n.01
wolf n_say_2,wolf.n.04
wolf n_say_3,beast.n.02
wolf v_say_1,wolf.v.01
wolf v_understand_1,wolf.v.01
work n_say_1,work.n.01
work n_say_2,work.n.02
work n_say_3,employment.n.02
work n_say_4,study.n.02
work n_say_5,workplace.n.01
work n_say_6,oeuvre.n.01
work v_say_1,work.v.01
work v_say_10,work.v.10
work v_say_11,bring.v.03
work v_say_12,work.v.12
work v_say_13,cultivate.v.02
work v_say_14,work.v.14
work v_say_15,influence.v.01
work v_say_16,work.v.16
work v_say_17,work.v.17
work v_say_18,work.v.18
work v_say_19,shape.v.02
work v_say_2,work.v.02
work v_say_20,work.v.21
work v_say_21,knead.v.01
work v_say_22,solve.v.01
work v_say_23,sour.v.01
work v_say_24,work.v.27
work v_say_3,work.v.03
work v_say_4,function.v.01
work v_say_5,work.v.05
work v_say_6,exercise.v.03
work v_say_7,make.v.36
work v_say_8,work.v.08
work v_say_9,work.v.09
work v_understand_1,work.v.01
work v_understand_10,work.v.10
work v_understand_11,bring.v.03
work v_understand_12,work.v.12
work v_understand_13,cultivate.v.02
work v_understand_14,work.v.14
work v_understand_15,influence.v.01
work v_understand_16,work.v.16
work v_understand_17,work.v.17
work v_understand_18,work.v.18
work v_understand_19,shape.v.02
work v_understand_2,work.v.02
work v_understand_20,work.v.21
work v_understand_21,knead.v.01
work v_understand_22,solve.v.01
work v_understand_23,sour.v.01
work v_understand_24,work.v.27
work v_understand_3,work.v.03
work v_understand_4,function.v.01
work v_understand_5,work.v.05
work v_understand_6,exercise.v.03
work v_understand_7,make.v.36
work v_understand_8,work.v.08
work v_understand_9,work.v.09
write v_say_1,write.v.01
write v_say_10,write.v.10
write v_say_2,write.v.02
write v_say_3,publish.v.03
write v_say_4,write.v.04
write v_say_5,write.v.05
write v_say_6,compose.v.02
write v_say_7,write.v.07
write v_say_8,write.v.08
write v_say_9,spell.v.03
write v_understand_1,write.v.01
write v_understand_10,write.v.10
write v_understand_2,write.v.02
write v_understand_3,publish.v.03
write v_understand_4,write.v.04
write v_understand_5,write.v.05
write v_understand_6,compose.v.02
write v_understand_7,write.v.07
write v_understand_8,write.v.08
write v_understand_9,spell.v.03
yard n_say_1,yard.n.01
yard n_say_2,yard.n.02
yard n_say_3,yard.n.03
