study_name,participant_id,qualtrics_code,aoa,full_question,group,lemma
sp_pilot,sp_pilot_51,x485_lemma_aoa,8,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
sp_pilot,sp_pilot_51,x492_lemma_aoa,6,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
sp_pilot,sp_pilot_51,x493_lemma_aoa,7,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
sp_pilot,sp_pilot_51,x494_lemma_aoa,8,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
sp_pilot,sp_pilot_51,x514_lemma_aoa,7,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
sp_pilot,sp_pilot_51,x539_lemma_aoa,5,money_1 - When did you learn the word [[Field-2]]?,money_1,money
sp_pilot,sp_pilot_51,x554_lemma_aoa,10,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
sp_pilot,sp_pilot_51,x572_lemma_aoa,8,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
sp_pilot,sp_pilot_51,x574_lemma_aoa,10,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
sp_pilot,sp_pilot_51,x578_lemma_aoa,5,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
sp_pilot,sp_pilot_51,x580_lemma_aoa,8,break_3 - When did you learn the word [[Field-2]]?,break_3,break
sp_pilot,sp_pilot_51,x582_lemma_aoa,6,break_8 - When did you learn the word [[Field-2]]?,break_8,break
sp_pilot,sp_pilot_51,x586_lemma_aoa,5,read_1 - When did you learn the word [[Field-2]]?,read_1,read
sp_pilot,sp_pilot_51,x590_lemma_aoa,6,head_7 - When did you learn the word [[Field-2]]?,head_7,head
sp_pilot,sp_pilot_51,x598_lemma_aoa,6,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
sp_pilot,sp_pilot_51,x662_lemma_aoa,6,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
sp_pilot,sp_pilot_51,x703_lemma_aoa,7,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
sp_pilot,sp_pilot_51,x712_lemma_aoa,10,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
sp_pilot,sp_pilot_51,x723_lemma_aoa,6,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
sp_pilot,sp_pilot_51,x760_lemma_aoa,7,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
sp_pilot,sp_pilot_51,x761_lemma_aoa,5,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
sp_pilot,sp_pilot_51,x762_lemma_aoa,7,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
sp_pilot,sp_pilot_51,x763_lemma_aoa,8,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
sp_pilot,sp_pilot_51,x764_lemma_aoa,7,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
sp_pilot,sp_pilot_51,x765_lemma_aoa,5,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
sp_pilot,sp_pilot_51,x766_lemma_aoa,10,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
sp_pilot,sp_pilot_52,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
sp_pilot,sp_pilot_52,x106_lemma_aoa,2,see_1 - When did you learn the word [[Field-2]]?,see_1,see
sp_pilot,sp_pilot_52,x216_lemma_aoa,2,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
sp_pilot,sp_pilot_52,x247_lemma_aoa,1,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
sp_pilot,sp_pilot_52,x299_lemma_aoa,3,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
sp_pilot,sp_pilot_52,x344_lemma_aoa,2,water_1 - When did you learn the word [[Field-2]]?,water_1,water
sp_pilot,sp_pilot_52,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
sp_pilot,sp_pilot_52,x381_lemma_aoa,2,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
sp_pilot,sp_pilot_52,x444_lemma_aoa,2,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
sp_pilot,sp_pilot_52,x450_lemma_aoa,2,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
sp_pilot,sp_pilot_52,x459_lemma_aoa,4,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
sp_pilot,sp_pilot_52,x461_lemma_aoa,1,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
sp_pilot,sp_pilot_52,x472_lemma_aoa,1,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
sp_pilot,sp_pilot_52,x479_lemma_aoa,3,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
sp_pilot,sp_pilot_52,x485_lemma_aoa,2,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
sp_pilot,sp_pilot_52,x492_lemma_aoa,3,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
sp_pilot,sp_pilot_52,x493_lemma_aoa,3,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
sp_pilot,sp_pilot_52,x494_lemma_aoa,2,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
sp_pilot,sp_pilot_52,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
sp_pilot,sp_pilot_52,x539_lemma_aoa,3,money_1 - When did you learn the word [[Field-2]]?,money_1,money
sp_pilot,sp_pilot_52,x554_lemma_aoa,3,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
sp_pilot,sp_pilot_52,x572_lemma_aoa,2,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
sp_pilot,sp_pilot_52,x574_lemma_aoa,1,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
sp_pilot,sp_pilot_52,x578_lemma_aoa,3,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
sp_pilot,sp_pilot_52,x580_lemma_aoa,2,break_3 - When did you learn the word [[Field-2]]?,break_3,break
sp_pilot,sp_pilot_52,x582_lemma_aoa,2,break_8 - When did you learn the word [[Field-2]]?,break_8,break
sp_pilot,sp_pilot_52,x586_lemma_aoa,2,read_1 - When did you learn the word [[Field-2]]?,read_1,read
sp_pilot,sp_pilot_52,x590_lemma_aoa,1,head_7 - When did you learn the word [[Field-2]]?,head_7,head
sp_pilot,sp_pilot_52,x598_lemma_aoa,2,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
sp_pilot,sp_pilot_52,x662_lemma_aoa,1,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
sp_pilot,sp_pilot_52,x703_lemma_aoa,2,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
sp_pilot,sp_pilot_52,x712_lemma_aoa,2,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
sp_pilot,sp_pilot_52,x723_lemma_aoa,1,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
sp_pilot,sp_pilot_52,x760_lemma_aoa,2,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
sp_pilot,sp_pilot_52,x761_lemma_aoa,2,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
sp_pilot,sp_pilot_52,x762_lemma_aoa,3,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
sp_pilot,sp_pilot_52,x763_lemma_aoa,2,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
sp_pilot,sp_pilot_52,x764_lemma_aoa,2,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
sp_pilot,sp_pilot_52,x765_lemma_aoa,2,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
sp_pilot,sp_pilot_52,x766_lemma_aoa,3,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
sp_pilot,sp_pilot_53,x72_lemma_aoa,3,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
sp_pilot,sp_pilot_53,x106_lemma_aoa,2,see_1 - When did you learn the word [[Field-2]]?,see_1,see
sp_pilot,sp_pilot_53,x216_lemma_aoa,2,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
sp_pilot,sp_pilot_53,x247_lemma_aoa,2,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
sp_pilot,sp_pilot_53,x299_lemma_aoa,2,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
sp_pilot,sp_pilot_53,x344_lemma_aoa,1,water_1 - When did you learn the word [[Field-2]]?,water_1,water
sp_pilot,sp_pilot_53,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
sp_pilot,sp_pilot_53,x381_lemma_aoa,2,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
sp_pilot,sp_pilot_53,x444_lemma_aoa,1,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
sp_pilot,sp_pilot_53,x450_lemma_aoa,2,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
sp_pilot,sp_pilot_53,x459_lemma_aoa,4,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
sp_pilot,sp_pilot_53,x461_lemma_aoa,2,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
sp_pilot,sp_pilot_53,x472_lemma_aoa,2,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
sp_pilot,sp_pilot_53,x479_lemma_aoa,4,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
sp_pilot,sp_pilot_53,x485_lemma_aoa,2,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
sp_pilot,sp_pilot_53,x492_lemma_aoa,3,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
sp_pilot,sp_pilot_53,x493_lemma_aoa,2,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
sp_pilot,sp_pilot_53,x494_lemma_aoa,2,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
sp_pilot,sp_pilot_53,x514_lemma_aoa,3,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
sp_pilot,sp_pilot_53,x539_lemma_aoa,4,money_1 - When did you learn the word [[Field-2]]?,money_1,money
sp_pilot,sp_pilot_53,x554_lemma_aoa,4,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
sp_pilot,sp_pilot_53,x572_lemma_aoa,2,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
sp_pilot,sp_pilot_53,x574_lemma_aoa,1,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
sp_pilot,sp_pilot_53,x578_lemma_aoa,3,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
sp_pilot,sp_pilot_53,x580_lemma_aoa,2,break_3 - When did you learn the word [[Field-2]]?,break_3,break
sp_pilot,sp_pilot_53,x582_lemma_aoa,2,break_8 - When did you learn the word [[Field-2]]?,break_8,break
sp_pilot,sp_pilot_53,x586_lemma_aoa,2,read_1 - When did you learn the word [[Field-2]]?,read_1,read
sp_pilot,sp_pilot_53,x590_lemma_aoa,2,head_7 - When did you learn the word [[Field-2]]?,head_7,head
sp_pilot,sp_pilot_53,x598_lemma_aoa,2,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
sp_pilot,sp_pilot_53,x662_lemma_aoa,2,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
sp_pilot,sp_pilot_53,x703_lemma_aoa,2,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
sp_pilot,sp_pilot_53,x712_lemma_aoa,2,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
sp_pilot,sp_pilot_53,x723_lemma_aoa,2,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
sp_pilot,sp_pilot_53,x760_lemma_aoa,3,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
sp_pilot,sp_pilot_53,x761_lemma_aoa,2,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
sp_pilot,sp_pilot_53,x762_lemma_aoa,3,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
sp_pilot,sp_pilot_53,x763_lemma_aoa,2,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
sp_pilot,sp_pilot_53,x764_lemma_aoa,2,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
sp_pilot,sp_pilot_53,x765_lemma_aoa,2,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
sp_pilot,sp_pilot_53,x766_lemma_aoa,4,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
sp_pilot,sp_pilot_54,x72_lemma_aoa,4,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
sp_pilot,sp_pilot_54,x106_lemma_aoa,5,see_1 - When did you learn the word [[Field-2]]?,see_1,see
sp_pilot,sp_pilot_54,x216_lemma_aoa,5,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
sp_pilot,sp_pilot_54,x247_lemma_aoa,6,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
sp_pilot,sp_pilot_54,x299_lemma_aoa,6,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
sp_pilot,sp_pilot_54,x344_lemma_aoa,5,water_1 - When did you learn the word [[Field-2]]?,water_1,water
sp_pilot,sp_pilot_54,x379_lemma_aoa,5,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
sp_pilot,sp_pilot_54,x381_lemma_aoa,7,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
sp_pilot,sp_pilot_54,x444_lemma_aoa,5,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
sp_pilot,sp_pilot_54,x450_lemma_aoa,5,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
sp_pilot,sp_pilot_54,x459_lemma_aoa,8,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
sp_pilot,sp_pilot_54,x461_lemma_aoa,6,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
sp_pilot,sp_pilot_54,x472_lemma_aoa,5,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
sp_pilot,sp_pilot_54,x479_lemma_aoa,8,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
sp_pilot,sp_pilot_54,x485_lemma_aoa,5,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
sp_pilot,sp_pilot_54,x492_lemma_aoa,5,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
sp_pilot,sp_pilot_54,x493_lemma_aoa,6,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
sp_pilot,sp_pilot_54,x494_lemma_aoa,5,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
sp_pilot,sp_pilot_54,x514_lemma_aoa,3,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
sp_pilot,sp_pilot_54,x539_lemma_aoa,8,money_1 - When did you learn the word [[Field-2]]?,money_1,money
sp_pilot,sp_pilot_54,x554_lemma_aoa,7,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
sp_pilot,sp_pilot_54,x572_lemma_aoa,8,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
sp_pilot,sp_pilot_54,x574_lemma_aoa,5,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
sp_pilot,sp_pilot_54,x578_lemma_aoa,8,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
sp_pilot,sp_pilot_54,x580_lemma_aoa,5,break_3 - When did you learn the word [[Field-2]]?,break_3,break
sp_pilot,sp_pilot_54,x582_lemma_aoa,6,break_8 - When did you learn the word [[Field-2]]?,break_8,break
sp_pilot,sp_pilot_54,x586_lemma_aoa,5,read_1 - When did you learn the word [[Field-2]]?,read_1,read
sp_pilot,sp_pilot_54,x590_lemma_aoa,6,head_7 - When did you learn the word [[Field-2]]?,head_7,head
sp_pilot,sp_pilot_54,x598_lemma_aoa,4,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
sp_pilot,sp_pilot_54,x662_lemma_aoa,4,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
sp_pilot,sp_pilot_54,x703_lemma_aoa,4,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
sp_pilot,sp_pilot_54,x712_lemma_aoa,7,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
sp_pilot,sp_pilot_54,x723_lemma_aoa,5,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
sp_pilot,sp_pilot_54,x760_lemma_aoa,3,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
sp_pilot,sp_pilot_54,x761_lemma_aoa,2,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
sp_pilot,sp_pilot_54,x762_lemma_aoa,8,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
sp_pilot,sp_pilot_54,x763_lemma_aoa,6,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
sp_pilot,sp_pilot_54,x764_lemma_aoa,8,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
sp_pilot,sp_pilot_54,x765_lemma_aoa,5,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
sp_pilot,sp_pilot_54,x766_lemma_aoa,6,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
sp_pilot,sp_pilot_55,x72_lemma_aoa,5,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
sp_pilot,sp_pilot_55,x106_lemma_aoa,3,see_1 - When did you learn the word [[Field-2]]?,see_1,see
sp_pilot,sp_pilot_55,x216_lemma_aoa,5,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
sp_pilot,sp_pilot_55,x247_lemma_aoa,4,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
sp_pilot,sp_pilot_55,x299_lemma_aoa,5,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
sp_pilot,sp_pilot_55,x344_lemma_aoa,3,water_1 - When did you learn the word [[Field-2]]?,water_1,water
sp_pilot,sp_pilot_55,x379_lemma_aoa,4,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
sp_pilot,sp_pilot_55,x381_lemma_aoa,5,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
sp_pilot,sp_pilot_55,x444_lemma_aoa,6,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
sp_pilot,sp_pilot_55,x450_lemma_aoa,3,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
sp_pilot,sp_pilot_55,x459_lemma_aoa,8,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
sp_pilot,sp_pilot_55,x461_lemma_aoa,6,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
sp_pilot,sp_pilot_55,x472_lemma_aoa,7,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
sp_pilot,sp_pilot_55,x479_lemma_aoa,9,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
sp_pilot,sp_pilot_55,x485_lemma_aoa,10,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
sp_pilot,sp_pilot_55,x492_lemma_aoa,7,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
sp_pilot,sp_pilot_55,x493_lemma_aoa,6,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
sp_pilot,sp_pilot_55,x494_lemma_aoa,8,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
sp_pilot,sp_pilot_55,x514_lemma_aoa,3,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
sp_pilot,sp_pilot_55,x539_lemma_aoa,7,money_1 - When did you learn the word [[Field-2]]?,money_1,money
sp_pilot,sp_pilot_55,x554_lemma_aoa,9,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
sp_pilot,sp_pilot_55,x572_lemma_aoa,5,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
sp_pilot,sp_pilot_55,x578_lemma_aoa,14,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
sp_pilot,sp_pilot_55,x580_lemma_aoa,8,break_3 - When did you learn the word [[Field-2]]?,break_3,break
sp_pilot,sp_pilot_55,x582_lemma_aoa,8,break_8 - When did you learn the word [[Field-2]]?,break_8,break
sp_pilot,sp_pilot_55,x586_lemma_aoa,4,read_1 - When did you learn the word [[Field-2]]?,read_1,read
sp_pilot,sp_pilot_55,x590_lemma_aoa,4,head_7 - When did you learn the word [[Field-2]]?,head_7,head
sp_pilot,sp_pilot_55,x598_lemma_aoa,7,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
sp_pilot,sp_pilot_55,x662_lemma_aoa,4,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
sp_pilot,sp_pilot_55,x703_lemma_aoa,12,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
sp_pilot,sp_pilot_55,x712_lemma_aoa,4,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
sp_pilot,sp_pilot_55,x723_lemma_aoa,4,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
sp_pilot,sp_pilot_55,x760_lemma_aoa,5,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
sp_pilot,sp_pilot_55,x761_lemma_aoa,4,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
sp_pilot,sp_pilot_55,x762_lemma_aoa,9,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
sp_pilot,sp_pilot_55,x763_lemma_aoa,6,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
sp_pilot,sp_pilot_55,x764_lemma_aoa,5,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
sp_pilot,sp_pilot_55,x765_lemma_aoa,6,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
sp_pilot,sp_pilot_56,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
sp_pilot,sp_pilot_56,x106_lemma_aoa,3,see_1 - When did you learn the word [[Field-2]]?,see_1,see
sp_pilot,sp_pilot_56,x216_lemma_aoa,2,spoon_1 - When did you learn the word [[Field-2]]?,spoon_1,spoon
sp_pilot,sp_pilot_56,x247_lemma_aoa,3,animal_1 - When did you learn the word [[Field-2]]?,animal_1,animal
sp_pilot,sp_pilot_56,x299_lemma_aoa,3,catch_4 - When did you learn the word [[Field-2]]?,catch_4,catch
sp_pilot,sp_pilot_56,x344_lemma_aoa,2,water_1 - When did you learn the word [[Field-2]]?,water_1,water
sp_pilot,sp_pilot_56,x379_lemma_aoa,2,dog_2 - When did you learn the word [[Field-2]]?,dog_2,dog
sp_pilot,sp_pilot_56,x381_lemma_aoa,2,dirty_2 - When did you learn the word [[Field-2]]?,dirty_2,dirty
sp_pilot,sp_pilot_56,x444_lemma_aoa,2,cry_2 - When did you learn the word [[Field-2]]?,cry_2,cry
sp_pilot,sp_pilot_56,x450_lemma_aoa,3,sun_1 - When did you learn the word [[Field-2]]?,sun_1,sun
sp_pilot,sp_pilot_56,x459_lemma_aoa,5,shower_2 - When did you learn the word [[Field-2]]?,shower_2,shower
sp_pilot,sp_pilot_56,x461_lemma_aoa,2,fork_1 - When did you learn the word [[Field-2]]?,fork_1,fork
sp_pilot,sp_pilot_56,x472_lemma_aoa,4,tired_1 - When did you learn the word [[Field-2]]?,tired_1,tired
sp_pilot,sp_pilot_56,x479_lemma_aoa,5,lamp_1 - When did you learn the word [[Field-2]]?,lamp_1,lamp
sp_pilot,sp_pilot_56,x485_lemma_aoa,3,blanket_1 - When did you learn the word [[Field-2]]?,blanket_1,blanket
sp_pilot,sp_pilot_56,x492_lemma_aoa,4,mouse_1 - When did you learn the word [[Field-2]]?,mouse_1,mouse
sp_pilot,sp_pilot_56,x493_lemma_aoa,4,wet_1 - When did you learn the word [[Field-2]]?,wet_1,wet
sp_pilot,sp_pilot_56,x494_lemma_aoa,3,dirty_1 - When did you learn the word [[Field-2]]?,dirty_1,dirty
sp_pilot,sp_pilot_56,x514_lemma_aoa,2,hug_1 - When did you learn the word [[Field-2]]?,hug_1,hug
sp_pilot,sp_pilot_56,x539_lemma_aoa,5,money_1 - When did you learn the word [[Field-2]]?,money_1,money
sp_pilot,sp_pilot_56,x554_lemma_aoa,4,squirrel_1 - When did you learn the word [[Field-2]]?,squirrel_1,squirrel
sp_pilot,sp_pilot_56,x572_lemma_aoa,4,awake_1 - When did you learn the word [[Field-2]]?,awake_1,awake
sp_pilot,sp_pilot_56,x574_lemma_aoa,2,potty_1 - When did you learn the word [[Field-2]]?,potty_1,potty
sp_pilot,sp_pilot_56,x578_lemma_aoa,4,helicopter_1 - When did you learn the word [[Field-2]]?,helicopter_1,helicopter
sp_pilot,sp_pilot_56,x580_lemma_aoa,3,break_3 - When did you learn the word [[Field-2]]?,break_3,break
sp_pilot,sp_pilot_56,x582_lemma_aoa,3,break_8 - When did you learn the word [[Field-2]]?,break_8,break
sp_pilot,sp_pilot_56,x586_lemma_aoa,3,read_1 - When did you learn the word [[Field-2]]?,read_1,read
sp_pilot,sp_pilot_56,x590_lemma_aoa,2,head_7 - When did you learn the word [[Field-2]]?,head_7,head
sp_pilot,sp_pilot_56,x598_lemma_aoa,3,kitchen_1 - When did you learn the word [[Field-2]]?,kitchen_1,kitchen
sp_pilot,sp_pilot_56,x662_lemma_aoa,2,drink_1 - When did you learn the word [[Field-2]]?,drink_1,drink
sp_pilot,sp_pilot_56,x703_lemma_aoa,4,pull_3 - When did you learn the word [[Field-2]]?,pull_3,pull
sp_pilot,sp_pilot_56,x712_lemma_aoa,4,lollipop_1 - When did you learn the word [[Field-2]]?,lollipop_1,lollipop
sp_pilot,sp_pilot_56,x723_lemma_aoa,4,wash_1 - When did you learn the word [[Field-2]]?,wash_1,wash
sp_pilot,sp_pilot_56,x760_lemma_aoa,4,calib_glue_1 - When did you learn the word [[Field-2]]?,calib_glue_1,glue
sp_pilot,sp_pilot_56,x761_lemma_aoa,2,calib_ball_3 - When did you learn the word [[Field-2]]?,calib_ball_3,ball
sp_pilot,sp_pilot_56,x762_lemma_aoa,4,calib_stone_2 - When did you learn the word [[Field-2]]?,calib_stone_2,stone
sp_pilot,sp_pilot_56,x763_lemma_aoa,4,calib_puppy_1 - When did you learn the word [[Field-2]]?,calib_puppy_1,puppy
sp_pilot,sp_pilot_56,x764_lemma_aoa,3,attn_sock_1 - When did you learn the word [[Field-2]]?,attn_sock_1,sock
sp_pilot,sp_pilot_56,x765_lemma_aoa,2,attn_cake_1 - When did you learn the word [[Field-2]]?,attn_cake_1,cake
sp_pilot,sp_pilot_56,x766_lemma_aoa,5,attn_sandbox_1 - When did you learn the word [[Field-2]]?,attn_sandbox_1,sandbox
sp_pilot,sp_pilot_57,x72_lemma_aoa,2,cat_1 - When did you learn the word [[Field-2]]?,cat_1,cat
